organization,url
Police Community of the Americas,https://ameripol.org/presidencia/
Police Community of the Americas,https://ameripol.org/secretaria-ejecutiva/
Police Community of the Americas,https://ameripol.org/organigrama/
International Organization for Migration,https://www.iom.int/iom-leadership-team
International Organization for Migration,https://www.iom.int/iom-director-general
International Organization for Migration,https://www.iom.int/organizational-structure
Schengen Area,https://home-affairs.ec.europa.eu/policies/schengen/schengen-area/schengen-governance_en
Coordinating Committee of Geoscience Programmes in East and Southeast Asia,https://www.ccop.asia/about-history-steetingcommittee
Coordinating Committee of Geoscience Programmes in East and Southeast Asia,https://ccop.asia/about-organization
European Molecular Biology Laboratory,https://www.embl.org/governance/
European Molecular Biology Laboratory,https://www.embl.org/governance/directorate/
European Molecular Biology Laboratory,https://www.embl.org/governance/embl-council/
European Organisation for the Exploitation of Meteorological Satellites,https://www.eumetsat.int/who-we-are/management
European Organisation for the Exploitation of Meteorological Satellites,https://www.eumetsat.int/who-we-are/governance
European Organization for Nuclear Research,https://home.web.cern.ch/about/who-we-are/our-governance
European Organization for Nuclear Research,https://council.web.cern.ch/en
European Southern Observatory,https://www.eso.org/public/about-eso/committees.html
European Southern Observatory,https://www.eso.org/public/about-eso/organisation/
European Southern Observatory,https://www.hq.eso.org/public/about-eso/dg-office/
European Space Agency,https://www.esa.int/About_Us/Corporate_news/ESA_top_management
European Space Agency,https://www.esa.int/About_Us/Law_at_ESA/ESA_s_organs_and_functioning
European Space Agency,https://www.esa.int/About_Us/Corporate_news/Josef_Aschbacher_ESA_Director_General
International Hydrographic Organization,https://iho.int/en/iho-secretariat
International Hydrographic Organization,https://iho.int/en/iho-council
Organisation internationale de la Francophonie,https://www.francophonie.org/la-secretaire-generale-de-la-francophonie-83
Pacific Community,https://www.spc.int/about-us/executive-management
Pacific Community,https://www.spc.int/about-us/governance
Pacific Community,https://www.spc.int/about-us/director-general
Standing Committee for Scientific and Technological Cooperation,https://comstech.org/our-team-list/
Standing Committee for Scientific and Technological Cooperation,https://comstech.org/comstech-secretariat/
Standing Committee for Scientific and Technological Cooperation,https://www.comstech.org/comstech-executive-committee/
G5 Sahel,https://www.g5sahel.org/index.php/qui-sommes-nous/le-g5-sahel
Naif Arab University for Security Sciences,https://nauss.edu.sa/en/about-nauss/council/Pages/members.aspx
Naif Arab University for Security Sciences,https://nauss.edu.sa/en-us/about-nauss/Pages/university-leaders/-abdulmajeed-al-bunyan-aspx.aspx
Organisation Conjointe de Coopération en matière d'Armement,https://occar.int/about-us/organisation
Organization for Security and Co-operation in Europe,https://www.osce.org/leadership
Organization for Security and Co-operation in Europe,https://www.osce.org/secretariat/office-secretary-general
Organization for Security and Co-operation in Europe,https://www.osce.org/organizational-structure
Regional Security System,https://www.rss.org.bb/about/our-directors
Shanghai Cooperation Organisation,https://eng.sectsco.org/secretariat/
International Bureau of Weights and Measures,https://www.bipm.org/en/governance
International Bureau of Weights and Measures,https://www.bipm.org/en/committees/ci/cipm
International Organization of Legal Metrology,https://www.oiml.org/en/structure/ciml
International Organization of Legal Metrology,https://www.oiml.org/en/structure/biml/biml
Asia-Pacific Telecommunity,https://apt.int/secretariat
Union of OIC News Agencies,https://una-oic.org/en/una/managers/
African Continental Free Trade Area Secretariat,https://au-afcfta.org/secretary-general/
Andean Community,https://www.comunidadandina.org/quienes-somos/secretaria-general-de-la-comunidad-andina/
ASEAN Free Trade Area,https://asean.org/what-we-do/secretary-general-of-asean/
ASEAN Free Trade Area,https://asean.org/the-asean-secretariat-basic-mandate-functions-and-composition/organizational-structure-of-the-asean-secretariat-2/
Asia-Pacific Economic Cooperation,https://www.apec.org/who-we-are/apec-secretariat/leadership
Asia-Pacific Economic Cooperation,https://www.apec.org/about-us/apec-secretariat
Asia-Pacific Economic Cooperation,https://www.apec.org/contactus/apecsecretariat
Asian Productivity Organization,https://www.apo-tokyo.org/secretary_general/
Asian Productivity Organization,https://www.apo-tokyo.org/organization/
Bay of Bengal Initiative for Multi-Sectoral Technical and Economic Cooperation,https://bimstec.org/secretary-general
Bay of Bengal Initiative for Multi-Sectoral Technical and Economic Cooperation,https://bimstec.org/secretariat
Bay of Bengal Initiative for Multi-Sectoral Technical and Economic Cooperation,https://bimstec.org/divisions
Benelux Union,https://www.benelux.int/en/information-for-citizens/benelux-union/our-organisation/college-2/
Benelux Union,https://www.benelux.int/en/information-for-citizens/benelux-union/our-organisation/secretariat-general/
Benelux Union,https://www.benelux.int/en/contact-en/whos-who-at-the-general-secretariat-of-the-benelux-union/
Bureau International des Expositions,https://www.bie-paris.org/site/en/how-we-work/committee-members
Bureau International des Expositions,https://www.bie-paris.org/site/en/how-we-work
Caribbean Forum,https://caricom.org/executive-management/
Caribbean Forum,https://caricom.org/secretaries-general/
Caribbean Forum,https://caricom.org/caricom-secretariat/
Common Fund for Commodities,https://www.common-fund.org/about-us/governing_bodies
Common Fund for Commodities,https://www.common-fund.org/about-us/managing-director
Common Fund for Commodities,https://www.common-fund.org/secretariat
Common Market for Eastern and Southern Africa,https://www.comesa.int/executive-office-of-the-secretary-general/
Common Market for Eastern and Southern Africa,https://www.comesa.int/secretariat/
Common Market for Eastern and Southern Africa,https://www.comesa.int/the-comesa-authority/
D-8 Organization for Economic Cooperation,https://developing8.org/about-d-8/organizational-structure/
D-8 Organization for Economic Cooperation,http://developing8.org/secretary-general/
D-8 Organization for Economic Cooperation,https://developing8.org/secretary-generals-biography/
Economic Cooperation Organization,https://eco.int/secretary-general/
Economic Cooperation Organization,https://eco.int/elementor-6936/
European Economic Area,https://www.efta.int/eea-relations-eu/eea-institutions-two-pillar-structure/standing-committee-efta-states
European Economic Area,https://www.efta.int/eea-relations-eu/eea-institutions-two-pillar-structure/eea-joint-committee
European Free Trade Association,https://www.efta.int/about-efta/managing-efta-secretariat-745
European Free Trade Association,https://www.efta.int/about-efta/efta-secretariat/staff-directory
European Free Trade Association,https://www.efta.int/about-efta/efta-council
Indian Ocean Rim Association,https://www.iora.int/secretary-general
Indian Ocean Rim Association,https://www.iora.int/iora-secretarial-staff
Indian Ocean Rim Association,https://www.iora.int/directorates
International Copper Study Group,https://icsg.org/secretariat/
International Lead and Zinc Study Group,https://www.ilzsg.org/secretariat/
International Nickel Study Group,https://insg.org/index.php/organization/the-study-group/
International Rubber Study Group,https://www.rubberstudy.org/irsg-secretariat
International Tropical Timber Organization,https://www.itto.int/about_itto/staff/
Latin American and Caribbean Economic System,https://www.sela.org/embajador-lesly-david-inicia-funciones-como-nuevo-secretario-permanente-del-sela/
Latin American Integration Association,https://www.aladi.org/sitioaladi/secretaria-general/
Latin American Integration Association,https://www.aladi.org/organizacion-institucional/comite-de-representantes/
Latin American Integration Association,https://www.aladi.org/organizacion-institucional/
Mano River Union,https://mru.int/en/team/
Mano River Union,https://www.mru.int/general-secretariat/
Organisation for Economic Co-operation and Development,https://www.oecd.org/en/about/directors.html
Organisation for Economic Co-operation and Development,https://www.oecd.org/about/secretary-general/
Organisation for Economic Co-operation and Development,https://www.oecd.org/en/about/organisational-structure.html
Secretariat for Central American Economic Integration,https://www.sieca.int/acerca/directivos-titulares/
Secretariat for Central American Economic Integration,https://www.sieca.int/index.php/acerca-de-la-sieca/informacion-general/secretaria/secretaria-general/
Southern African Customs Union,https://www.sacu.int/office-of-the-executive-secretary
Southern African Customs Union,https://www.sacu.int/secretariat
Southern African Customs Union,https://www.sacu.int/about-sacu/sacu-institutions/council-of-ministers
Southern Common Market,https://www.mercosur.int/quienes-somos/secretaria/
Southern Common Market,https://mercosur.int/quienes-somos/secretaria/direccion
Southern Common Market,https://www.mercosur.int/quienes-somos/organigrama-mercosur/
World Customs Organization,https://www.wcoomd.org/en/about-us/what-is-the-wco/secretary-general.aspx
World Customs Organization,https://www.wcoomd.org/en/about-us/wco-structure/wco-secretariat.aspx
World Trade Organization,https://www.wto.org/english/thewto_e/dg_e/dg_e.htm
World Trade Organization,https://www.wto.org/english/thewto_e/dg_e/ddgs_e.htm
World Trade Organization,https://www.wto.org/english/thewto_e/dg_e/dg_cabinet_e.htm
European Organisation for the Safety of Air Navigation,https://www.eurocontrol.int/info/executive-body
European Organisation for the Safety of Air Navigation,https://www.eurocontrol.int/info/governing-bodies
Asia-Pacific Fishery Commission,https://www.fao.org/apfic/about/the-commission--executive-committee--committees-and-working-parties/en
Food and Agriculture Organization of the United Nations,https://www.fao.org/about/leadership/en/
Food and Agriculture Organization of the United Nations,https://www.fao.org/director-general/en
International Fund for Agricultural Development,https://www.ifad.org/en/leadership
International Fund for Agricultural Development,https://www.ifad.org/en/president
International Atomic Energy Agency,https://www.iaea.org/about/management-team/director-general
International Atomic Energy Agency,https://www.iaea.org/about/rafael-grossi
United Nations Institute for Disarmament Research,https://unidir.org/who-we-are/people/
United Nations Institute for Disarmament Research,https://unidir.org/who-we-are/about-unidir/
"United Nations Educational, Scientific and Cultural Organization",https://www.unesco.org/en/governance
"United Nations Educational, Scientific and Cultural Organization",https://www.unesco.org/en/executive-board/members
"United Nations Educational, Scientific and Cultural Organization",https://www.unesco.org/en/executive-board
United Nations Institute for Training and Research,https://unitar.org/about/unitar/governance/board-trustees
United Nations Institute for Training and Research,https://www.unitar.org/governance
United Nations System Staff College,https://www.unssc.org/about/board-governors
United Nations System Staff College,https://www.unssc.org/about/who-we-are
United Nations University,https://unu.edu/unu-leadership
United Nations University,https://unu.edu/about/unu-council
United Nations University,https://unu.edu/about/office-rector
Intergovernmental Oceanographic Commission of UNESCO,https://www.ioc.unesco.org/en/ioc-officers
Intergovernmental Oceanographic Commission of UNESCO,https://www.ioc.unesco.org/en/secretariat
Intergovernmental Panel on Climate Change,https://www.ipcc.ch/about/structure/
Intergovernmental Panel on Climate Change,https://www.ipcc.ch/secretariat/
Secretariat of the Convention on Biological Diversity,https://www.cbd.int/secretariat/executive-secretary
Secretariat of the Convention on Biological Diversity,https://www.cbd.int/secretariat
Secretariat of the United Nations Convention to Combat Desertification,https://www.unccd.int/convention/who-is-who
Secretariat of the United Nations Convention to Combat Desertification,https://www.unccd.int/convention/secretariat
Secretariat of the United Nations Framework Convention on Climate Change,https://unfccc.int/about-us/about-the-secretariat/divisions-and-senior-staff
Secretariat of the United Nations Framework Convention on Climate Change,https://unfccc.int/about-us/the-executive-secretary
United Nations Environment Programme,https://www.unep.org/people/leadership
United Nations Environment Programme,https://www.unep.org/about-un-environment/why-does-un-environment-programme-matter/structure-and-leadership
World Meteorological Organization,https://wmo.int/about-wmo/governance
World Meteorological Organization,https://wmo.int/about-wmo/secretariat
World Meteorological Organization,https://public.wmo.int/about-wmo/governance/executive-council
International Monetary Fund,https://www.imf.org/en/about/senior-officials
International Monetary Fund,https://www.imf.org/en/about/executive-board/eds-voting-power
United Nations Capital Development Fund,https://www.uncdf.org/our-team
United Nations Capital Development Fund,https://www.uncdf.org/governance-and-funding
United Nations Development Programme,https://www.undp.org/our-leadership
United Nations Economic and Social Commission for Asia and the Pacific,https://www.unescap.org/senior-management
United Nations Economic and Social Commission for Asia and the Pacific,https://www.unescap.org/about/secretariat
United Nations Economic and Social Commission for Western Asia,https://www.unescwa.org/about/leadership
United Nations Economic and Social Commission for Western Asia,https://www.unescwa.org/about/committees/executive
United Nations Economic and Social Council,https://ecosoc.un.org/en/about-us/bureau
United Nations Economic and Social Council,https://ecosoc.un.org/en/about-us/president
United Nations Economic Commission for Africa,https://www.uneca.org/leadership
United Nations Economic Commission for Africa,https://www.uneca.org/executive-secretary
United Nations Economic Commission for Europe,https://unece.org/governance-framework
United Nations Economic Commission for Europe,https://unece.org/executive-secretary-1
United Nations Economic Commission for Latin America and the Caribbean,https://www.cepal.org/en/senior-staff-directory
United Nations Economic Commission for Latin America and the Caribbean,https://www.cepal.org/en/staff/jose-manuel-salazar-xirinachs
United Nations Economic Commission for Latin America and the Caribbean,https://www.cepal.org/en/about/former-executive-secretaries
United Nations Office for Project Services,https://www.unops.org/about/our-story/leadership
United Nations Office for Project Services,https://www.unops.org/about/governance/executive-board
United Nations Office for Project Services,https://www.unops.org/about/our-story/leadership/executive-director
United Nations General Assembly,https://www.un.org/en/ga/general/general.shtml
United Nations General Assembly,https://www.un.org/en/ga/president/bios/
United Nations Secretariat,https://www.un.org/sg/en/content/senior-management-group
United Nations Secretariat,https://www.un.org/sg/en/global-leadership/home
United Nations Secretariat,https://www.un.org/dgacm/en/content/protocol/senior-officials
Joint United Nations Programme on HIV/AIDS,https://www.unaids.org/en/aboutunaids/unaidsleadership
Joint United Nations Programme on HIV/AIDS,https://www.unaids.org/en/unaidsprogrammecoordinatingboard/pcb-bureau
Joint United Nations Programme on HIV/AIDS,https://www.unaids.org/en/whoweare/governance
Pan American Health Organization,https://www.paho.org/en/executive-management
Pan American Health Organization,https://www.paho.org/en/dr-jarbas-barbosa-paho-who-director
Pan American Health Organization,https://www.paho.org/en/governance/executive-committee
United Nations Population Fund,https://www.unfpa.org/about/diene-keita
United Nations Population Fund,https://www.unfpa.org/about/Andrew-Saberton
United Nations Population Fund,https://www.unfpa.org/leaders-advocates
World Health Organization,https://www.who.int/director-general/who-headquarters-leadership-team
World Health Organization,https://www.who.int/director-general/tedros-adhanom-ghebreyesus
World Health Organization,https://www.who.int/director-general/regional-directors
Office of the United Nations High Commissioner for Refugees,https://www.unhcr.org/about-unhcr/overview/high-commissioner/senior-executive-team
Office of the United Nations High Commissioner for Refugees,https://www.unhcr.org/about-unhcr/overview/high-commissioner
Office of the United Nations High Commissioner for Refugees,https://www.unhcr.org/us/about-unhcr/governance-and-oversight/executive-committee
United Nations Children's Fund,https://www.unicef.org/who-we-are/executive-leadership
United Nations Children's Fund,https://www.unicef.org/careers/executive-management
United Nations Children's Fund,https://www.unicef.org/who-we-are/executive-director
United Nations Entity for Gender Equality and the Empowerment of Women,https://www.unwomen.org/en/about-us/directorate
United Nations Entity for Gender Equality and the Empowerment of Women,https://www.unwomen.org/en/about-us/directorate/executive-director
United Nations Entity for Gender Equality and the Empowerment of Women,https://www.unwomen.org/en/executive-board/bureau
United Nations Human Settlements Programme,https://unhabitat.org/about-us/leadership
United Nations Human Settlements Programme,https://unhabitat.org/our-secretariat
United Nations Human Settlements Programme,https://unhabitat.org/governance/executive-board
United Nations Office for Disaster Risk Reduction,https://www.undrr.org/our-work/our-team
United Nations Office for Disaster Risk Reduction,https://www.undrr.org/our-team/kamal-kishore-biography
United Nations Office for the Coordination of Humanitarian Affairs,https://www.unocha.org/our-leadership
United Nations Relief and Works Agency for Palestine Refugees in the Near East,https://www.unrwa.org/who-we-are/our-leadership
United Nations Relief and Works Agency for Palestine Refugees in the Near East,https://www.unrwa.org/executive-office
United Nations Volunteers,https://www.unv.org/about-unv/who-we-are
United Nations Volunteers,https://www.unv.org/toily-kurbanov-unv-executive-coordinator
World Food Programme,https://www.wfp.org/governance-and-leadership
World Food Programme,https://executiveboard.wfp.org/about-board
Office of the United Nations High Commissioner for Human Rights,https://www.ohchr.org/en/about-us/global-leadership-team
Office of the United Nations High Commissioner for Human Rights,https://www.ohchr.org/en/about-us/high-commissioner
United Nations Office on Drugs and Crime,https://www.unodc.org/unodc/en/about-unodc/senior-leadership.html
United Nations Office on Drugs and Crime,https://www.unodc.org/unodc/en/about-unodc/leadership.html
International Labour Organization,https://www.ilo.org/about-ilo/ilo-director-general
International Labour Organization,https://www.ilo.org/ilo-governing-body
International Labour Organization,https://www.ilo.org/resource/other/officers-ilo-governing-body
United Nations Department of Political and Peacebuilding Affairs,https://dppa.un.org/en/leadership
United Nations Department of Political and Peacebuilding Affairs,https://dppa.un.org/en/office-of-under-secretary-general
United Nations Security Council,https://main.un.org/securitycouncil/en/content/current-members
United Nations Security Council,https://main.un.org/securitycouncil/en/content/presidency
World Intellectual Property Organization,https://www.wipo.int/en/web/about-wipo/activities-by-unit/management
World Intellectual Property Organization,https://www.wipo.int/en/web/director-general
International Telecommunication Union,https://www.itu.int/en/about/Pages/leadership.aspx
International Telecommunication Union,https://www.itu.int/net/itu-sg/directors.aspx
International Telecommunication Union,https://www.itu.int/en/osg/pages/default.aspx
Universal Postal Union,https://www.upu.int/en/universal-postal-union/about-upu/director-general
Universal Postal Union,https://www.upu.int/en/universal-postal-union/about-upu/bodies/council-of-administration
Universal Postal Union,https://www.upu.int/en/Universal-Postal-Union/About-UPU/Bodies/International-Bureau/Directorates
United Nations Conference on Trade and Development,https://unctad.org/about/leadership
United Nations Conference on Trade and Development,https://unctad.org/about/office-of-the-secretary-general
United Nations Conference on Trade and Development,https://unctad.org/about/office-of-the-secretary-general/deputy-secretary-general
United Nations Industrial Development Organization,https://www.unido.org/about-us/leadership
United Nations Industrial Development Organization,https://www.unido.org/who-we-are/structure
United Nations Industrial Development Organization,https://www.unido.org/about-us/leadership/director-general
World Tourism Organization,https://www.unwto.org/management
World Tourism Organization,https://www.unwto.org/structure
International Civil Aviation Organization,https://www.icao.int/secretariat/secretarygeneral/pages/default.aspx
International Civil Aviation Organization,https://www.icao.int/about-icao/council/council-president
International Civil Aviation Organization,https://www.icao.int/council-state-representatives
International Maritime Organization,https://www.imo.org/en/About/Pages/Structure.aspx
International Maritime Organization,https://www.imo.org/en/mediacentre/secretarygeneral/pages/default.aspx
International Maritime Organization,https://www.imo.org/en/OurWork/ERO/Pages/Council-Members.aspx
